"w1","w2","count"
"we","were",6
"what","we",6
"willing","to",6
"you","can",6
"you","want",6
"a","good",5
"a","very",5
"against","the",5
"all","of",5
"all","that",5
"am","not",5
"and","it",5
"and","this",5
"and","we",5
"as","is",5
"as","much",5
"as","you",5
"at","this",5
"back","to",5
"be","a",5
"but","i",5
"but","this",5
"enough","to",5
"going","to",5
"has","not",5
"have","had",5
"if","it",5
"is","most",5
"is","still",5
"is","that",5
"is","true",5
"let","us",5
"most","of",5
"not","have",5
"of","course",5
"of","that",5
"of","them",5
"of","time",5
"of","your",5
"one","has",5
"several","of",5
"so","much",5
"the","last",5
"them","and",5
"them","in",5
"them","to",5
"to","add",5
"to","an",5
"to","take",5
"to","them",5
"to","think",5
"to","try",5
"want","to",5
"was","in",5
"we","had",5
"we","would",5
"when","he",5
"when","i",5
"when","we",5
"will","he",5
"you","are",5
"about","a",4
"about","it",4
"am","i",4
"and","for",4
"and","my",4
"and","one",4
"and","to",4
"anything","but",4
"are","a",4
"are","all",4
"are","in",4
"as","they",4
"as","we",4
"at","an",4
"because","he",4
"because","of",4
"but","a",4
"by","a",4
"came","to",4
"comes","to",4
"could","be",4
"do","you",4
"for","this",4
"for","your",4
"goal","is",4
"had","a",4
"had","the",4
"have","a",4
"he","would",4
"i","dont",4
"i","went",4
"in","any",4
"in","life",4
"in","some",4
"in","their",4
"is","at",4
"is","he",4
"is","of",4
"is","worth",4
"its","also",4
"me","and",4
"need","to",4
"of","being",4
"of","what",4
"or","not",4
"reason","to",4
"requires","a",4
"sort","of",4
"that","a",4
"that","to",4
"the","next",4
"the","part",4
"the","right",4
"they","were",4
"think","of",4
"this","point",4
"time","and",4
"time","for",4
"time","in",4
"to","give",4
"to","improve",4
"to","move",4
"to","some",4
"to","those",4
"up","the",4
"up","with",4
"us","a",4
"used","to",4
"wanted","to",4
"we","do",4
"were","still",4
"what","you",4
"where","he",4
"where","we",4
"will","have",4
"with","my",4
"with","them",4
"you","should",4
"you","to",4
"a","big",3
"a","long",3
"a","mistake",3
"a","tree",3
"ability","to",3
"above","the",3
"all","i",3
"and","by",3
"and","how",3
"and","many",3
"and","their",3
"and","then",3
"are","to",3
"as","an",3
"at","it",3
"at","that",3
"be","used",3
"be","wrong",3
"because","they",3
"by","their",3
"continued","to",3
"continuity","of",3
"each","person",3
"effort","to",3
"fact","is",3
"for","us",3
"from","their",3
"from","this",3
"get","the",3
"given","the",3
"have","at",3
"have","the",3
"here","and",3
"him","and",3
"hope","that",3
"host","of",3
"i","a",3
"i","still",3
"i","think",3
"illusion","of",3
"in","that",3
"in","those",3
"into","the",3
"it","a",3
"it","as",3
"it","from",3
"it","it",3
"it","requires",3
"its","a",3
"its","not",3
"just","as",3
"least","as",3
"like","a",3
"like","in",3
"like","the",3
"made","the",3
"make","a",3
"make","it",3
"make","the",3
"me","of",3
"more","so",3
"my","own",3
"no","one",3
"not","for",3
"of","having",3
"of","history",3
"of","other",3
"of","responsibility",3
"of","things",3
"on","and",3
"on","his",3
"on","my",3
"on","this",3
"one","can",3
"one","to",3
"only","way",3
"play","a",3
"position","to",3
"quantity","of",3
"require","a",3
"right","to",3
"search","for",3
"set","out",3
"should","have",3
"so","i",3
"something","that",3
"style","of",3
"take","the",3
"that","its",3
"that","when",3
"the","door",3
"the","game",3
"the","great",3
"the","ideal",3
"the","illusion",3
"the","light",3
"the","longest",3
"the","opposite",3
"the","players",3
"the","room",3
"the","short",3
"the","street",3
"the","talent",3
"the","things",3
"the","three",3
"the","time",3
"the","wrong",3
"the","young",3
"they","did",3
"they","have",3
"they","hold",3
"things","to",3
"things","which",3
"this","letter",3
"this","one",3
"to","acquire",3
"to","come",3
"to","express",3
"to","know",3
"to","live",3
"to","meet",3
"to","win",3
"use","of",3
"value","of",3
"was","a",3
"way","of",3
"we","can",3
"we","first",3
"what","the",3
"what","will",3
"when","the",3
"where","the",3
"who","have",3
"whole","host",3
"will","give",3
"will","go",3
"with","our",3
"within","the",3
"worth","noting",3
"wrong","the",3
"you","know",3
"you","thank",3
"a","beautiful",2
"a","goal",2
"a","little",2
"a","lot",2
"a","world",2
"about","his",2
"about","one",2
"across","the",2
"after","another",2
"again","see",2
"agreed","to",2
"agreeing","with",2
"always","the",2
"an","all",2
"an","ancient",2
"an","idea",2
"and","above",2
"and","even",2
"and","generally",2
"and","have",2
"and","left",2
"and","mistakes",2
"and","why",2
"another","and",2
"answer","to",2
"are","just",2
"are","those",2
"as","their",2
"ask","the",2
"asking","the",2
"at","once",2
"at","our",2
"back","on",2
"be","more",2
"be","placed",2
"be","written",2
"been","a",2
"before","and",2
"best","by",2
"between","them",2
"both","the",2
"but","also",2
"but","not",2
"but","to",2
"but","we",2
"by","and",2
"by","definition",2
"by","his",2
"by","our",2
"come","up",2
"conducive","to",2
"continue","to",2
"could","have",2
"could","make",2
"day","and",2
"day","has",2
"dealing","with",2
"do","with",2
"dont","see",2
"etc","the",2
"ever","since",2
"every","day",2
"everyone","else",2
"fail","to",2
"few","examples",2
"few","of",2
"find","it",2
"first","and",2
"following","the",2
"for","an",2
"for","any",2
"for","my",2
"for","something",2
"from","all",2
"full","of",2
"game","of",2
"growth","is",2
"had","just",2
"had","more",2
"has","a",2
"has","to",2
"he","and",2
"he","says",2
"he","went",2
"here","is",2
"his","body",2
"his","most",2
"his","two",2
"hope","this",2
"hope","to",2
"how","he",2
"how","it",2
"how","to",2
"i","might",2
"i","see",2
"i","should",2
"i","suspect",2
"if","they",2
"imperfect","and",2
"in","an",2
"in","each",2
"in","every",2
"in","me",2
"in","one",2
"in","such",2
"in","time",2
"into","account",2
"into","one",2
"is","generally",2
"is","now",2
"is","on",2
"is","so",2
"it","be",2
"it","i",2
"it","this",2
"it","up",2
"it","will",2
"it","you",2
"keep","track",2
"last","year",2
"left","to",2
"light","of",2
"like","we",2
"line","of",2
"lot","of",2
"me","my",2
"me","now",2
"me","six",2
"methods","of",2
"might","add",2
"mind","by",2
"money","and",2
"more","of",2
"night","to",2
"no","set",2
"noting","that",2
"now","and",2
"of","circumstances",2
"of","finding",2
"of","her",2
"of","mediocrity",2
"of","mine",2
"of","opening",2
"of","something",2
"old","a",2
"one","group",2
"one","in",2
"one","night",2
"one","will",2
"ones","and",2
"or","any",2
"our","disposal",2
"our","mind",2
"ourselves","into",2
"out","a",2
"out","for",2
"outside","of",2
"over","our",2
"patience","the",2
"potential","of",2
"prepared","to",2
"prove","it",2
"prove","to",2
"quality","and",2
"rather","than",2
"reason","the",2
"retain","the",2
"room","the",2
"say","hello",2
"say","the",2
"science","and",2
"see","this",2
"serve","to",2
"set","up",2
"short","of",2
"should","be",2
"simply","to",2
"single","day",2
"sleep","in",2
"so","if",2
"so","in",2
"something","is",2
"speak","of",2
"speak","to",2
"still","retain",2
"subject","to",2
"such","that",2
"take","into",2
"take","them",2
"tempted","to",2
"than","any",2
"than","i",2
"that","comes",2
"that","day",2
"that","you",2
"the","balance",2
"the","better",2
"the","circumstances",2
"the","conviction",2
"the","faint",2
"the","highest",2
"the","key",2
"the","operations",2
"the","opportunity",2
"the","press",2
"the","principal",2
"the","public",2
"the","quality",2
"the","situation",2
"the","summer",2
"the","top",2
"the","value",2
"the","whole",2
"the","worlds",2
"their","names",2
"them","so",2
"there","a",2
"there","will",2
"this","summer",2
"time","but",2
"time","the",2
"to","and",2
"to","ask",2
"to","assume",2
"to","call",2
"to","choose",2
"to","convince",2
"to","develop",2
"to","flow",2
"to","form",2
"to","gain",2
"to","good",2
"to","happen",2
"to","light",2
"to","one",2
"to","ones",2
"to","set",2
"to","show",2
"to","that",2
"to","work",2
"to","your",2
"told","me",2
"track","of",2
"true","to",2
"try","and",2
"two","more",2
"us","but",2
"us","not",2
"very","much",2
"wants","to",2
"was","born",2
"was","not",2
"was","the",2
"way","up",2
"we","dont",2
"we","hold",2
"we","see",2
"well","as",2
"were","not",2
"where","its",2
"who","had",2
"will","only",2
"with","him",2
"with","this",2
"worth","of",2
"years","and",2
"yet","to",2
"you","and",2
"you","as",2
"you","in",2
"you","might",2
"you","need",2
"you","so",2
