"w1","w2","count"
"environment","and",4
"example","a",4
"first","place",4
"for","every",4
"from","their",4
"goal","that",4
"goals","the",4
"had","the",4
"happen","with",4
"he","would",4
"here","is",4
"importance","of",4
"in","an",4
"in","most",4
"is","his",4
"it","as",4
"it","requires",4
"it","wont",4
"like","a",4
"like","the",4
"line","of",4
"lives","in",4
"made","it",4
"making","them",4
"much","more",4
"network","of",4
"not","necessary",4
"of","other",4
"on","and",4
"on","our",4
"on","this",4
"one","is",4
"our","lives",4
"out","the",4
"part","by",4
"play","a",4
"prepared","to",4
"same","thing",4
"science","is",4
"short","term",4
"should","have",4
"so","if",4
"so","we",4
"something","that",4
"than","any",4
"that","everyone",4
"that","our",4
"that","these",4
"that","was",4
"that","when",4
"the","city",4
"the","end",4
"the","importance",4
"the","last",4
"the","like",4
"the","necessity",4
"the","opportunity",4
"the","opposite",4
"the","press",4
"the","principal",4
"the","question",4
"the","reason",4
"the","rights",4
"the","situation",4
"the","three",4
"the","worlds",4
"them","and",4
"there","has",4
"throughout","the",4
"to","acquire",4
"to","assume",4
"to","express",4
"to","set",4
"to","support",4
"to","try",4
"to","win",4
"too","many",4
"up","the",4
"variety","of",4
"we","had",4
"we","know",4
"we","see",4
"what","you",4
"where","he",4
"whether","the",4
"while","the",4
"with","many",4
"with","some",4
"with","that",4
"wont","be",4
"work","they",4
"work","to",4
"you","are",4
"a","different",3
"a","little",3
"a","mistake",3
"a","network",3
"a","regular",3
"a","scientist",3
"a","variety",3
"ability","to",3
"about","a",3
"about","how",3
"actions","of",3
"and","about",3
"and","error",3
"and","even",3
"and","find",3
"and","how",3
"and","maybe",3
"and","one",3
"and","those",3
"are","necessary",3
"around","in",3
"as","if",3
"as","is",3
"as","much",3
"as","one",3
"as","their",3
"as","those",3
"at","one",3
"available","to",3
"away","with",3
"be","too",3
"before","and",3
"behalf","of",3
"by","his",3
"can","make",3
"come","from",3
"come","to",3
"decisions","are",3
"decisions","on",3
"did","this",3
"do","with",3
"dont","know",3
"dont","want",3
"even","when",3
"ever","and",3
"ever","be",3
"find","it",3
"find","ways",3
"first","and",3
"for","another",3
"for","good",3
"for","it",3
"for","something",3
"from","those",3
"full","of",3
"get","the",3
"go","at",3
"group","the",3
"has","an",3
"have","anything",3
"have","in",3
"him","in",3
"his","body",3
"hope","that",3
"important","to",3
"in","china",3
"in","it",3
"in","one",3
"in","th",3
"into","our",3
"is","far",3
"is","part",3
"is","some",3
"it","and",3
"it","on",3
"job","is",3
"just","like",3
"just","the",3
"like","that",3
"made","the",3
"makes","all",3
"matters","but",3
"may","well",3
"maybe","the",3
"more","of",3
"more","so",3
"most","likely",3
"necessity","of",3
"of","being",3
"of","control",3
"of","such",3
"of","time",3
"of","your",3
"often","be",3
"often","in",3
"on","behalf",3
"one","in",3
"only","way",3
"or","later",3
"out","a",3
"out","to",3
"people","generally",3
"provide","a",3
"right","to",3
"say","the",3
"serve","to",3
"set","of",3
"short","of",3
"should","take",3
"so","many",3
"so","much",3
"some","are",3
"someone","else",3
"something","else",3
"speak","of",3
"spend","the",3
"start","with",3
"than","one",3
"than","we",3
"that","effort",3
"that","its",3
"that","long",3
"the","actions",3
"the","brain",3
"the","circumstances",3
"the","game",3
"the","masses",3
"the","middle",3
"the","ones",3
"the","part",3
"the","point",3
"the","right",3
"the","spectrum",3
"the","time",3
"the","young",3
"them","on",3
"them","so",3
"these","goals",3
"think","of",3
"thinking","about",3
"this","as",3
"this","in",3
"this","one",3
"this","reason",3
"time","for",3
"time","in",3
"to","an",3
"to","follow",3
"to","more",3
"to","this",3
"today","and",3
"trial","and",3
"tried","to",3
"understanding","of",3
"up","for",3
"we","would",3
"what","the",3
"what","will",3
"what","would",3
"when","he",3
"which","would",3
"will","ever",3
"will","give",3
"with","real",3
"with","them",3
"with","this",3
"work","but",3
"world","to",3
"years","in",3
"you","need",3
"a","chance",2
"a","deeper",2
"a","future",2
"a","giant",2
"a","handful",2
"a","moment",2
"a","necessary",2
"a","particularly",2
"a","rare",2
"a","thoroughly",2
"a","young",2
"access","to",2
"advantages","over",2
"against","our",2
"all","at",2
"almost","a",2
"among","some",2
"an","effort",2
"an","unusually",2
"and","do",2
"and","generally",2
"and","others",2
"and","put",2
"and","second",2
"approach","that",2
"are","content",2
"are","increasingly",2
"arrived","at",2
"as","was",2
"at","many",2
"at","once",2
"at","this",2
"attempting","to",2
"average","to",2
"back","on",2
"be","placed",2
"because","its",2
"become","a",2
"been","the",2
"built","in",2
"but","an",2
"by","and",2
"by","its",2
"by","trying",2
"called","the",2
"can","go",2
"can","imagine",2
"can","still",2
"change","the",2
"condition","of",2
"could","have",2
"could","make",2
"course","not",2
"day","and",2
"dealing","with",2
"decisions","the",2
"described","it",2
"do","they",2
"do","this",2
"do","you",2
"doesnt","have",2
"doing","it",2
"etc","it",2
"etc","the",2
"ever","get",2
"ever","since",2
"every","day",2
"everyone","else",2
"exactly","the",2
"extended","families",2
"fail","to",2
"families","and",2
"far","too",2
"find","a",2
"find","themselves",2
"focused","on",2
"for","long",2
"for","others",2
"for","us",2
"for","wider",2
"from","below",2
"from","someone",2
"frustrate","many",2
"gain","a",2
"get","it",2
"give","me",2
"go","out",2
"going","through",2
"good","things",2
"had","in",2
"had","many",2
"handful","of",2
"happening","with",2
"has","on",2
"has","served",2
"having","the",2
"he","became",2
"he","says",2
"he","was",2
"healthy","and",2
"here","the",2
"him","and",2
"historical","trends",2
"how","many",2
"idea","that",2
"imagine","that",2
"in","each",2
"in","young",2
"includes","the",2
"is","at",2
"is","easily",2
"is","now",2
"is","still",2
"is","worth",2
"it","a",2
"it","be",2
"it","ever",2
"it","isnt",2
"it","it",2
"it","later",2
"it","so",2
"it","this",2
"it","up",2
"know","the",2
"least","as",2
"likely","be",2
"listen","to",2
"live","with",2
"lots","of",2
"makes","us",2
"management","and",2
"masses","and",2
"may","break",2
"money","for",2
"much","progress",2
"much","time",2
"near","a",2
"necessary","the",2
"not","because",2
"not","for",2
"not","just",2
"of","great",2
"of","having",2
"of","knowledge",2
"of","living",2
"of","outcomes",2
"of","self",2
"of","things",2
"of","trial",2
"of","understanding",2
"of","work",2
"once","you",2
"one","to",2
"one","way",2
"only","goal",2
"opposite","of",2
"or","any",2
"organization","and",2
"our","ability",2
"over","and",2
"pace","of",2
"people","only",2
"people","should",2
"point","in",2
"precisely","or",2
"probably","be",2
"prove","to",2
"questions","about",2
"reason","the",2
"reasons","this",2
"recognized","as",2
"regardless","of",2
"require","a",2
"retain","the",2
"right","but",2
"said","that",2
"said","to",2
"see","this",2
"seeing","it",2
"seriously","and",2
"served","as",2
"settled","on",2
"solve","our",2
"strategy","for",2
"subject","to",2
"successful","they",2
"such","that",2
"take","it",2
"taken","a",2
"talk","about",2
"tempted","to",2
"that","another",2
"that","either",2
"that","had",2
"that","means",2
"that","over",2
"that","you",2
"the","answer",2
"the","changes",2
"the","childs",2
"the","conventional",2
"the","decision",2
"the","dominant",2
"the","group",2
"the","job",2
"the","late",2
"the","short",2
"the","single",2
"the","top",2
"the","value",2
"their","talents",2
"their","whole",2
"them","one",2
"they","take",2
"thing","the",2
"things","to",2
"this","can",2
"this","has",2
"this","phase",2
"this","point",2
"thousand","years",2
"thrown","into",2
"time","but",2
"time","the",2
"to","as",2
"to","ask",2
"to","begin",2
"to","compete",2
"to","date",2
"to","defend",2
"to","every",2
"to","fail",2
"to","fit",2
"to","happen",2
"to","identify",2
"to","know",2
"to","lead",2
"to","new",2
"to","one",2
"to","reach",2
"to","reject",2
"to","show",2
"to","start",2
"to","tolerate",2
"to","walk",2
"took","a",2
"toward","a",2
"understand","something",2
"understanding","the",2
"up","this",2
"up","with",2
"us","a",2
"us","all",2
"us","with",2
"useless","to",2
"value","of",2
"very","much",2
"walking","distance",2
"was","not",2
"watch","the",2
"way","around",2
"way","is",2
"we","find",2
"we","might",2
"we","now",2
"well","in",2
"were","to",2
"what","i",2
"where","the",2
"which","leads",2
"while","not",2
"who","had",2
"whole","world",2
"will","see",2
"will","soon",2
"win","the",2
"with","each",2
"within","walking",2
"world","will",2
"worse","the",2
"would","you",2
"wrong","the",2
"you","know",2
